Block Size (MB),Trial Num,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
900,100,10,2549146,2548143,238
1000,1,12,2831899,2831131,239
1000,2,7,2832668,2831067,240
1000,3,11,2832241,2831332,239
1000,4,10,2832559,2831310,238
1000,5,11,2832111,2831395,238
1000,6,10,2832459,2831237,239
1000,7,11,2832186,2831317,263
1000,8,9,2832592,2831164,243
1000,9,10,2832152,2831349,242
1000,10,10,2832867,2831224,239
1000,11,11,2832315,2831327,239
1000,12,10,2833016,2831153,240
1000,13,10,2832576,2831559,238
1000,14,10,2833035,2831573,239
1000,15,7,2832895,2831116,244
1000,16,10,2832250,2831277,240
1000,17,10,2831905,2831341,238
1000,18,10,2832931,2831489,239
1000,19,10,2832242,2831833,236
1000,20,7,2832276,2831108,239
1000,21,33,2832515,2831349,5354
1000,22,8,2831886,2831326,5318
1000,23,1011,2832630,2831331,5314
1000,24,10824,2832074,2831335,239
1000,25,15,2832266,2831443,240
1000,26,12,2832957,2831735,239
1000,27,11,2833134,2831170,238
1000,28,10,2832244,2831409,244
1000,29,7,2832463,2831428,241
1000,30,11,2832344,2831589,243
1000,31,10,2832144,2831077,239
1000,32,11,2832706,2831248,239
1000,33,10,2832376,2831610,238
1000,34,7,2833127,2831624,239
1000,35,10,2832947,2831185,242
1000,36,11,2832201,2831272,239
1000,37,9,2832025,2831122,240
1000,38,10,2831855,2831472,243
1000,39,11,2832349,2831013,239
1000,40,10,2832189,2831299,238
1000,41,7,2832715,2831473,237
1000,42,10,2832182,2831151,239
1000,43,10,2832345,2831125,240
1000,44,11,2832267,2831536,239
1000,45,10,2832021,2831422,238
1000,46,6,2832190,2831288,242
1000,47,10,2832208,2831208,242
1000,48,10,2831977,2831138,239
1000,49,10,2831986,2831209,238
1000,50,10,2832541,2831618,238
1000,51,10,2833089,2831281,238
1000,52,7,2832338,2831226,242
1000,53,10,2832221,2831400,240
1000,54,11,2832252,2831311,238
1000,55,10,2832428,2831236,238
1000,56,11,2832067,2831256,238
1000,57,10,2832615,2831375,239
1000,58,11,2832129,2831260,239
1000,59,6,2832254,2831308,243
1000,60,11,2832440,2831730,239
1000,61,10,2832007,2831356,240
1000,62,10,2832036,2831494,238
1000,63,10,2832969,2831631,239
1000,64,9,2832251,2831407,240
1000,65,10,2832069,2831317,239
1000,66,10,2832355,2831365,240
1000,67,7,2832407,2831422,241
1000,68,958,2832165,2831277,5350
1000,69,11087,2832055,2831594,239
1000,70,15,2832410,2831351,238
1000,71,11,2832018,2831245,241
1000,72,11,2831991,2831549,239
1000,73,10,2832288,2831495,243
1000,74,7,2832433,2831103,238
1000,75,11,2832169,2831197,243
1000,76,10,2832229,2831134,238
1000,77,11,2832050,2831169,240
1000,78,10,2832653,2831150,239
1000,79,7,2833575,2831354,240
1000,80,10,2832419,2831318,245
1000,81,10,2832113,2831453,239
1000,82,9,2832121,2831233,239
1000,83,10,2832646,2831268,242
1000,84,11,2832324,2831498,237
1000,85,10,2832373,2831371,239
1000,86,7,2832544,2831458,239
1000,87,10,2832224,2831241,237
1000,88,10,2832133,2831394,238
1000,89,11,2832626,2831411,238
1000,90,10,2832340,2831085,239
1000,91,7,2832193,2831152,242
1000,92,11,2832173,2831307,240
1000,93,10,2832572,2831502,238
1000,94,10,2833258,2831273,239
1000,95,10,2832083,2831038,237
1000,96,10,2832393,2831508,240
1000,97,7,2832106,2831521,242
1000,98,10,2832157,2831285,240
1000,99,10,2832193,2831322,239
1000,100,10,2832180,2831080,239
